Time, ElapsedTime (s),"%, Acid","%, Base","Acid Flow, mL/s","Base Flow, mL/s","pH","T_Room",,,,
3/24/2025 3:08:24 PM , 30.8680000000022 ,0.00,20.00,0.00,1.29,9.66,22.53,,,,
3/24/2025 3:08:25 PM , 31.2130000000034 ,0.00,20.00,0.00,1.29,9.71,22.57,,,,
3/24/2025 3:08:25 PM , 31.5560000000041 ,0.00,20.00,0.00,1.29,9.59,22.52,,,,
3/24/2025 3:08:25 PM , 31.8970000000045 ,0.00,20.00,0.00,1.29,9.77,22.56,,,,
3/24/2025 3:08:26 PM , 32.2490000000034 ,0.00,20.00,0.00,1.29,9.82,22.54,,,,
3/24/2025 3:08:26 PM , 32.5869999999995 ,0.00,20.00,0.00,1.29,9.69,22.51,,,,
3/24/2025 3:08:26 PM , 32.9259999999995 ,0.00,20.00,0.00,1.29,9.60,22.54,,,,
3/24/2025 3:08:27 PM , 33.2750000000015 ,0.00,20.00,0.00,1.29,9.57,22.53,,,,
3/24/2025 3:08:27 PM , 33.6150000000052 ,0.00,20.00,0.00,1.29,9.78,22.52,,,,
3/24/2025 3:08:27 PM , 33.9630000000034 ,0.00,20.00,0.00,1.29,9.73,22.55,,,,
3/24/2025 3:08:28 PM , 34.3140000000058 ,0.00,20.00,0.00,1.29,9.76,22.54,,,,
3/24/2025 3:08:28 PM , 34.6600000000035 ,0.00,20.00,0.00,1.29,9.64,22.53,,,,
3/24/2025 3:08:28 PM , 34.9940000000061 ,0.00,20.00,0.00,1.29,9.67,22.53,,,,
3/24/2025 3:08:29 PM , 35.3320000000022 ,0.00,20.00,0.00,1.29,9.81,22.52,,,,
3/24/2025 3:08:29 PM , 35.6880000000019 ,0.00,20.00,0.00,1.29,9.70,22.49,,,,
3/24/2025 3:08:29 PM , 36.0400000000009 ,0.00,20.00,0.00,1.29,9.64,22.49,,,,
3/24/2025 3:08:30 PM , 36.3919999999998 ,0.00,20.00,0.00,1.29,9.63,22.50,,,,
3/24/2025 3:08:30 PM , 36.7289999999994 ,0.00,20.00,0.00,1.29,9.73,22.53,,,,
3/24/2025 3:08:31 PM , 37.0720000000001 ,0.00,20.00,0.00,1.29,9.70,22.48,,,,
3/24/2025 3:08:31 PM , 37.4120000000039 ,0.00,20.00,0.00,1.29,9.71,22.54,,,,
3/24/2025 3:08:31 PM , 37.7390000000014 ,0.00,20.00,0.00,1.29,9.71,22.48,,,,
3/24/2025 3:08:32 PM , 38.0760000000009 ,0.00,20.00,0.00,1.29,9.67,22.52,,,,
3/24/2025 3:08:32 PM , 38.4160000000047 ,0.00,20.00,0.00,1.29,9.86,22.52,,,,
3/24/2025 3:08:32 PM , 38.7669999999998 ,0.00,20.00,0.00,1.29,9.91,22.53,,,,
3/24/2025 3:08:33 PM , 39.1110000000044 ,0.00,20.00,0.00,1.29,9.72,22.55,,,,
3/24/2025 3:08:33 PM , 39.448000000004 ,0.00,20.00,0.00,1.29,9.84,22.56,,,,
3/24/2025 3:08:33 PM , 39.7960000000021 ,0.00,20.00,0.00,1.29,9.78,22.56,,,,
3/24/2025 3:08:34 PM , 40.1390000000029 ,0.00,20.00,0.00,1.29,9.72,22.51,,,,
3/24/2025 3:08:34 PM , 40.474000000002 ,0.00,20.00,0.00,1.29,9.70,22.52,,,,
3/24/2025 3:08:34 PM , 40.8090000000011 ,0.00,20.00,0.00,1.29,9.71,22.54,,,,
3/24/2025 3:08:35 PM , 41.1500000000015 ,0.00,20.00,0.00,1.29,9.86,22.47,,,,
3/24/2025 3:08:35 PM , 41.4890000000014 ,0.00,20.00,0.00,1.29,9.74,22.45,,,,
3/24/2025 3:08:35 PM , 41.836000000003 ,0.00,20.00,0.00,1.29,9.84,22.45,,,,
3/24/2025 3:08:36 PM , 42.1779999999999 ,0.00,20.00,0.00,1.29,9.78,22.50,,,,
3/24/2025 3:08:36 PM , 42.5250000000015 ,0.00,20.00,0.00,1.29,9.70,22.48,,,,
3/24/2025 3:08:36 PM , 42.872000000003 ,0.00,20.00,0.00,1.29,9.77,22.45,,,,
3/24/2025 3:08:37 PM , 43.211000000003 ,0.00,20.00,0.00,1.29,9.78,22.50,,,,
3/24/2025 3:08:37 PM , 43.5550000000003 ,0.00,20.00,0.00,1.29,9.76,22.45,,,,
3/24/2025 3:08:37 PM , 43.898000000001 ,0.00,20.00,0.00,1.29,9.90,22.48,,,,
3/24/2025 3:08:38 PM , 44.2479999999996 ,0.00,20.00,0.00,1.29,9.92,22.49,,,,
3/24/2025 3:08:38 PM , 44.5940000000046 ,0.00,20.00,0.00,1.29,9.78,22.49,,,,
3/24/2025 3:08:38 PM , 44.9320000000007 ,0.00,20.00,0.00,1.29,9.91,22.47,,,,
3/24/2025 3:08:39 PM , 45.2700000000041 ,0.00,20.00,0.00,1.29,9.85,22.43,,,,
3/24/2025 3:08:39 PM , 45.6170000000056 ,0.00,20.00,0.00,1.29,9.93,22.46,,,,
3/24/2025 3:08:39 PM , 45.9619999999995 ,0.00,20.00,0.00,1.29,9.84,22.50,,,,
3/24/2025 3:08:40 PM , 46.3130000000019 ,0.00,20.00,0.00,1.29,9.89,22.49,,,,
3/24/2025 3:08:40 PM , 46.6670000000013 ,0.00,20.00,0.00,1.29,9.95,22.46,,,,
3/24/2025 3:08:40 PM , 47.0080000000016 ,0.00,20.00,0.00,1.29,9.77,22.46,,,,
3/24/2025 3:08:41 PM , 47.349000000002 ,0.00,20.00,0.00,1.29,9.96,22.46,,,,
3/24/2025 3:08:41 PM , 47.6990000000005 ,0.00,20.00,0.00,1.29,9.95,22.47,,,,
3/24/2025 3:08:41 PM , 48.0470000000059 ,0.00,20.00,0.00,1.29,9.92,22.49,,,,
3/24/2025 3:08:42 PM , 48.3800000000047 ,0.00,20.00,0.00,1.29,9.93,22.49,,,,
3/24/2025 3:08:42 PM , 48.711000000003 ,0.00,20.00,0.00,1.29,9.86,22.50,,,,
3/24/2025 3:08:42 PM , 49.0590000000011 ,0.00,20.00,0.00,1.29,9.81,22.49,,,,
3/24/2025 3:08:43 PM , 49.398000000001 ,0.00,20.00,0.00,1.29,9.97,22.50,,,,
3/24/2025 3:08:43 PM , 49.75 ,0.00,20.00,0.00,1.29,9.97,22.50,,,,
3/24/2025 3:08:44 PM , 50.0880000000034 ,0.00,20.00,0.00,1.29,9.84,22.48,,,,
3/24/2025 3:08:44 PM , 50.4279999999999 ,0.00,20.00,0.00,1.29,9.89,22.52,,,,
3/24/2025 3:08:44 PM , 50.7720000000045 ,0.00,20.00,0.00,1.29,9.82,22.48,,,,
3/24/2025 3:08:45 PM , 51.1160000000018 ,0.00,20.00,0.00,1.29,9.98,22.49,,,,
3/24/2025 3:08:45 PM , 51.4600000000064 ,0.00,20.00,0.00,1.29,9.92,22.54,,,,
3/24/2025 3:08:45 PM , 51.8070000000007 ,0.00,20.00,0.00,1.29,9.82,22.52,,,,
3/24/2025 3:08:46 PM , 52.1540000000023 ,0.00,20.00,0.00,1.29,9.87,22.47,,,,
3/24/2025 3:08:46 PM , 52.4930000000022 ,0.00,20.00,0.00,1.29,9.86,22.51,,,,
3/24/2025 3:08:46 PM , 52.8440000000046 ,0.00,20.00,0.00,1.29,9.90,22.51,,,,
3/24/2025 3:08:47 PM , 53.1970000000001 ,0.00,20.00,0.00,1.29,9.96,22.51,,,,
3/24/2025 3:08:47 PM , 53.5400000000009 ,0.00,20.00,0.00,1.29,9.83,22.48,,,,
3/24/2025 3:08:47 PM , 53.8870000000024 ,0.00,20.00,0.00,1.29,9.88,22.47,,,,
3/24/2025 3:08:48 PM , 54.2270000000062 ,0.00,20.00,0.00,1.29,9.87,22.52,,,,
3/24/2025 3:08:48 PM , 54.5760000000009 ,0.00,20.00,0.00,1.29,9.86,22.52,,,,
3/24/2025 3:08:48 PM , 54.9170000000013 ,0.00,20.00,0.00,1.29,10.01,22.47,,,,
3/24/2025 3:08:49 PM , 55.2570000000051 ,0.00,20.00,0.00,1.29,9.85,22.48,,,,
3/24/2025 3:08:49 PM , 55.6100000000006 ,0.00,20.00,0.00,1.29,9.92,22.50,,,,
3/24/2025 3:08:49 PM , 55.9590000000026 ,0.00,20.00,0.00,1.29,9.89,22.49,,,,
3/24/2025 3:08:50 PM , 56.3050000000003 ,0.00,20.00,0.00,1.29,9.86,22.45,,,,
3/24/2025 3:08:50 PM , 56.648000000001 ,0.00,20.00,0.00,1.29,10.04,22.48,,,,
3/24/2025 3:08:50 PM , 56.9940000000061 ,0.00,20.00,0.00,1.29,9.96,22.51,,,,
3/24/2025 3:08:51 PM , 57.3369999999995 ,0.00,20.00,0.00,1.29,9.91,22.46,,,,
3/24/2025 3:08:51 PM , 57.6820000000007 ,0.00,20.00,0.00,1.29,10.05,22.48,,,,
3/24/2025 3:08:51 PM , 58.0250000000015 ,0.00,20.00,0.00,1.29,9.90,22.52,,,,
3/24/2025 3:08:52 PM , 58.3640000000014 ,0.00,20.00,0.00,1.29,10.06,22.51,,,,
3/24/2025 3:08:52 PM , 58.7150000000038 ,0.00,20.00,0.00,1.29,10.06,22.51,,,,
3/24/2025 3:08:52 PM , 59.0620000000054 ,0.00,20.00,0.00,1.29,10.02,22.52,,,,
3/24/2025 3:08:53 PM , 59.3960000000006 ,0.00,20.00,0.00,1.29,10.04,22.52,,,,
3/24/2025 3:08:53 PM , 59.747000000003 ,0.00,20.00,0.00,1.29,10.06,22.51,,,,
3/24/2025 3:08:54 PM , 60.0950000000012 ,0.00,20.00,0.00,1.29,10.04,22.52,,,,
3/24/2025 3:08:54 PM , 60.4259999999995 ,0.00,20.00,0.00,1.29,9.97,22.52,,,,
3/24/2025 3:08:54 PM , 60.7700000000041 ,0.00,20.00,0.00,1.29,9.95,22.47,,,,
3/24/2025 3:08:55 PM , 61.1240000000034 ,0.00,20.00,0.00,1.29,9.92,22.51,,,,
3/24/2025 3:08:55 PM , 61.4660000000003 ,0.00,20.00,0.00,1.29,9.96,22.48,,,,
3/24/2025 3:08:55 PM , 61.8100000000049 ,0.00,20.00,0.00,1.29,10.00,22.52,,,,
3/24/2025 3:08:56 PM , 62.148000000001 ,0.00,20.00,0.00,1.29,10.09,22.49,,,,
3/24/2025 3:08:56 PM , 62.4990000000034 ,0.00,20.00,0.00,1.29,10.07,22.50,,,,
3/24/2025 3:08:56 PM , 62.8340000000026 ,0.00,20.00,0.00,1.29,10.03,22.48,,,,
3/24/2025 3:08:57 PM , 63.1790000000037 ,0.00,20.00,0.00,1.29,10.09,22.53,,,,
3/24/2025 3:08:57 PM , 63.5320000000065 ,0.00,20.00,0.00,1.29,10.10,22.51,,,,
3/24/2025 3:08:57 PM , 63.8680000000022 ,0.00,20.00,0.00,1.29,10.01,22.50,,,,
3/24/2025 3:08:58 PM , 64.2090000000026 ,0.00,20.00,0.00,1.29,10.00,22.54,,,,
3/24/2025 3:08:58 PM , 64.5570000000007 ,0.00,20.00,0.00,1.29,9.95,22.53,,,,
3/24/2025 3:08:58 PM , 64.9020000000019 ,0.00,20.00,0.00,1.29,9.99,22.48,,,,
3/24/2025 3:08:59 PM , 65.2420000000056 ,0.00,20.00,0.00,1.29,10.00,22.54,,,,
3/24/2025 3:08:59 PM , 65.5930000000008 ,0.00,20.00,0.00,1.29,10.03,22.56,,,,
3/24/2025 3:08:59 PM , 65.9300000000003 ,0.00,20.00,0.00,1.29,10.11,22.55,,,,
3/24/2025 3:09:00 PM , 66.273000000001 ,0.00,20.00,0.00,1.29,9.96,22.57,,,,
3/24/2025 3:09:00 PM , 66.622000000003 ,0.00,20.00,0.00,1.29,9.96,22.56,,,,
3/24/2025 3:09:00 PM , 66.9639999999999 ,0.00,20.00,0.00,1.29,10.13,22.54,,,,
3/24/2025 3:09:01 PM , 67.3050000000003 ,0.00,20.00,0.00,1.29,9.95,22.55,,,,
3/24/2025 3:09:01 PM , 67.6570000000065 ,0.00,20.00,0.00,1.29,9.97,22.55,,,,
3/24/2025 3:09:01 PM , 67.9900000000052 ,0.00,20.00,0.00,1.29,9.97,22.54,,,,
3/24/2025 3:09:02 PM , 68.3190000000031 ,0.00,20.00,0.00,1.29,9.99,22.51,,,,
3/24/2025 3:09:02 PM , 68.6720000000059 ,0.00,20.00,0.00,1.29,9.96,22.54,,,,
3/24/2025 3:09:02 PM , 69.0040000000008 ,0.00,20.00,0.00,1.29,9.97,22.53,,,,
3/24/2025 3:09:03 PM , 69.3430000000008 ,0.00,20.00,0.00,1.29,10.09,22.57,,,,
3/24/2025 3:09:03 PM , 69.7040000000052 ,0.00,20.00,0.00,1.29,9.98,22.55,,,,
3/24/2025 3:09:03 PM , 70.0580000000045 ,0.00,20.00,0.00,1.29,10.03,22.58,,,,
3/24/2025 3:09:04 PM , 70.3960000000006 ,0.00,20.00,0.00,1.29,10.14,22.55,,,,
3/24/2025 3:09:04 PM , 70.75 ,0.00,20.00,0.00,1.29,10.11,22.55,,,,
3/24/2025 3:09:05 PM , 71.0869999999995 ,0.00,20.00,0.00,1.29,10.00,22.54,,,,
3/24/2025 3:09:05 PM , 71.4290000000037 ,0.00,20.00,0.00,1.29,10.13,22.59,,,,
3/24/2025 3:09:05 PM , 71.7760000000053 ,0.00,20.00,0.00,1.29,10.16,22.60,,,,
3/24/2025 3:09:06 PM , 72.1300000000047 ,0.00,20.00,0.00,1.29,10.16,22.59,,,,
3/24/2025 3:09:06 PM , 72.4630000000034 ,0.00,20.00,0.00,1.29,10.16,22.59,,,,
3/24/2025 3:09:06 PM , 72.8070000000007 ,0.00,20.00,0.00,1.29,10.00,22.60,,,,
3/24/2025 3:09:07 PM , 73.148000000001 ,0.00,20.00,0.00,1.29,10.16,22.56,,,,
3/24/2025 3:09:07 PM , 73.4940000000061 ,0.00,20.00,0.00,1.29,10.10,22.59,,,,
3/24/2025 3:09:07 PM , 73.8400000000038 ,0.00,20.00,0.00,1.29,10.02,22.59,,,,
3/24/2025 3:09:08 PM , 74.1850000000049 ,0.00,20.00,0.00,1.29,10.06,22.54,,,,
3/24/2025 3:09:08 PM , 74.5240000000049 ,0.00,20.00,0.00,1.29,10.05,22.59,,,,
3/24/2025 3:09:08 PM , 74.8729999999996 ,0.00,20.00,0.00,1.29,10.03,22.58,,,,
3/24/2025 3:09:09 PM , 75.2130000000034 ,0.00,20.00,0.00,1.29,10.19,22.57,,,,
3/24/2025 3:09:09 PM , 75.5640000000058 ,0.00,20.00,0.00,1.29,10.19,22.58,,,,
3/24/2025 3:09:09 PM , 75.9160000000047 ,0.00,20.00,0.00,1.29,10.14,22.55,,,,
3/24/2025 3:09:10 PM , 76.2669999999998 ,0.00,20.00,0.00,1.29,10.11,22.55,,,,
3/24/2025 3:09:10 PM , 76.6100000000006 ,0.00,20.00,0.00,1.29,10.14,22.59,,,,
3/24/2025 3:09:10 PM , 76.9500000000044 ,0.00,20.00,0.00,1.29,10.13,22.54,,,,
3/24/2025 3:09:11 PM , 77.2960000000021 ,0.00,20.00,0.00,1.29,10.20,22.56,,,,
3/24/2025 3:09:11 PM , 77.6510000000053 ,0.00,20.00,0.00,1.29,10.11,22.54,,,,
3/24/2025 3:09:11 PM , 78 ,0.00,20.00,0.00,1.29,10.14,22.53,,,,
3/24/2025 3:09:12 PM , 78.3500000000058 ,0.00,20.00,0.00,1.29,10.14,22.53,,,,
3/24/2025 3:09:12 PM , 78.6840000000011 ,0.00,20.00,0.00,1.29,10.12,22.53,,,,
3/24/2025 3:09:12 PM , 79.0260000000053 ,0.00,20.00,0.00,1.29,10.13,22.59,,,,
3/24/2025 3:09:13 PM , 79.3729999999996 ,0.00,20.00,0.00,1.29,10.05,22.58,,,,
3/24/2025 3:09:13 PM , 79.7350000000006 ,0.00,20.00,0.00,1.29,10.09,22.53,,,,
3/24/2025 3:09:14 PM , 80.0760000000009 ,0.00,20.00,0.00,1.29,10.14,22.57,,,,
3/24/2025 3:09:14 PM , 80.4170000000013 ,0.00,20.00,0.00,1.29,10.15,22.51,,,,
3/24/2025 3:09:14 PM , 80.7550000000047 ,0.00,20.00,0.00,1.29,10.05,22.54,,,,
3/24/2025 3:09:15 PM , 81.1039999999994 ,0.00,20.00,0.00,1.29,10.07,22.52,,,,
3/24/2025 3:09:15 PM , 81.4490000000005 ,0.00,20.00,0.00,1.29,10.20,22.51,,,,
3/24/2025 3:09:15 PM , 81.7950000000055 ,0.00,20.00,0.00,1.29,10.23,22.55,,,,
3/24/2025 3:09:16 PM , 82.1419999999998 ,0.00,20.00,0.00,1.29,10.12,22.56,,,,
3/24/2025 3:09:16 PM , 82.4750000000058 ,0.00,20.00,0.00,1.29,10.11,22.54,,,,
3/24/2025 3:09:16 PM , 82.8260000000009 ,0.00,20.00,0.00,1.29,10.16,22.55,,,,
3/24/2025 3:09:17 PM , 83.1620000000039 ,0.00,20.00,0.00,1.29,10.22,22.54,,,,
3/24/2025 3:09:17 PM , 83.5070000000051 ,0.00,20.00,0.00,1.29,10.09,22.54,,,,
3/24/2025 3:09:17 PM , 83.8340000000026 ,0.00,20.00,0.00,1.29,10.18,22.49,,,,
3/24/2025 3:09:18 PM , 84.1779999999999 ,0.00,20.00,0.00,1.29,10.21,22.55,,,,
3/24/2025 3:09:18 PM , 84.5210000000006 ,0.00,20.00,0.00,1.29,10.09,22.53,,,,
3/24/2025 3:09:18 PM , 84.872000000003 ,0.00,20.00,0.00,1.29,10.08,22.53,,,,
3/24/2025 3:09:19 PM , 85.211000000003 ,0.00,20.00,0.00,1.29,10.20,22.56,,,,
3/24/2025 3:09:19 PM , 85.5580000000045 ,0.00,20.00,0.00,1.29,10.12,22.57,,,,
3/24/2025 3:09:19 PM , 85.898000000001 ,0.00,20.00,0.00,1.29,10.26,22.52,,,,
3/24/2025 3:09:20 PM , 86.2479999999996 ,0.00,20.00,0.00,1.29,10.27,22.53,,,,
3/24/2025 3:09:20 PM , 86.5869999999995 ,0.00,20.00,0.00,1.29,10.11,22.52,,,,
3/24/2025 3:09:20 PM , 86.9330000000045 ,0.00,20.00,0.00,1.29,10.21,22.52,,,,
3/24/2025 3:09:21 PM , 87.2750000000015 ,0.00,20.00,0.00,1.29,10.13,22.57,,,,
3/24/2025 3:09:21 PM , 87.6240000000034 ,0.00,20.00,0.00,1.29,10.10,22.56,,,,
3/24/2025 3:09:21 PM , 87.9630000000034 ,0.00,20.00,0.00,1.29,10.25,22.56,,,,
3/24/2025 3:09:22 PM , 88.3140000000058 ,0.00,20.00,0.00,1.29,10.27,22.55,,,,
3/24/2025 3:09:22 PM , 88.6670000000013 ,0.00,20.00,0.00,1.29,10.24,22.53,,,,
3/24/2025 3:09:22 PM , 89.010000000002 ,0.00,20.00,0.00,1.29,10.19,22.56,,,,
3/24/2025 3:09:23 PM , 89.362000000001 ,0.00,20.00,0.00,1.29,10.22,22.58,,,,
3/24/2025 3:09:23 PM , 89.7090000000026 ,0.00,20.00,0.00,1.29,10.16,22.57,,,,
3/24/2025 3:09:23 PM , 90.0420000000013 ,0.00,20.00,0.00,1.29,10.12,22.57,,,,
3/24/2025 3:09:24 PM , 90.3800000000047 ,0.00,20.00,0.00,1.29,10.25,22.58,,,,
3/24/2025 3:09:24 PM , 90.7260000000024 ,0.00,20.00,0.00,1.29,10.14,22.58,,,,
3/24/2025 3:09:24 PM , 91.0670000000027 ,0.00,20.00,0.00,1.29,10.26,22.54,,,,
3/24/2025 3:09:25 PM , 91.4000000000015 ,0.00,20.00,0.00,1.29,10.28,22.55,,,,
3/24/2025 3:09:25 PM , 91.75 ,0.00,20.00,0.00,1.29,10.28,22.56,,,,
3/24/2025 3:09:26 PM , 92.0889999999999 ,0.00,20.00,0.00,1.29,10.14,22.56,,,,
3/24/2025 3:09:26 PM , 92.4279999999999 ,0.00,20.00,0.00,1.29,10.24,22.60,,,,
3/24/2025 3:09:26 PM , 92.7680000000037 ,0.00,20.00,0.00,1.29,10.25,22.55,,,,
3/24/2025 3:09:27 PM , 93.1200000000026 ,0.00,20.00,0.00,1.29,10.18,22.54,,,,
3/24/2025 3:09:27 PM , 93.4690000000046 ,0.00,20.00,0.00,1.29,10.22,22.55,,,,
3/24/2025 3:09:27 PM , 93.8120000000054 ,0.00,20.00,0.00,1.29,10.26,22.60,,,,
3/24/2025 3:09:28 PM , 94.1520000000019 ,0.00,20.00,0.00,1.29,10.24,22.55,,,,
3/24/2025 3:09:28 PM , 94.4900000000052 ,0.00,20.00,0.00,1.29,10.14,22.57,,,,
3/24/2025 3:09:28 PM , 94.8220000000001 ,0.00,20.00,0.00,1.29,10.16,22.56,,,,
3/24/2025 3:09:29 PM , 95.1710000000021 ,0.00,20.00,0.00,1.29,10.17,22.56,,,,
3/24/2025 3:09:29 PM , 95.5130000000063 ,0.00,20.00,0.00,1.29,10.30,22.59,,,,
3/24/2025 3:09:29 PM , 95.8610000000044 ,0.00,20.00,0.00,1.29,10.24,22.62,,,,
3/24/2025 3:09:30 PM , 96.1930000000066 ,0.00,20.00,0.00,1.29,10.20,22.62,,,,
3/24/2025 3:09:30 PM , 96.5250000000015 ,0.00,20.00,0.00,1.29,10.17,22.60,,,,
3/24/2025 3:09:30 PM , 96.8690000000061 ,0.00,20.00,0.00,1.29,10.23,22.55,,,,
3/24/2025 3:09:31 PM , 97.2100000000064 ,0.00,20.00,0.00,1.29,10.23,22.60,,,,
3/24/2025 3:09:31 PM , 97.5570000000007 ,0.00,20.00,0.00,1.29,10.17,22.59,,,,
3/24/2025 3:09:31 PM , 97.9020000000019 ,0.00,20.00,0.00,1.29,10.25,22.55,,,,
3/24/2025 3:09:32 PM , 98.2420000000056 ,0.00,20.00,0.00,1.29,10.20,22.59,,,,
3/24/2025 3:09:32 PM , 98.5820000000022 ,0.00,20.00,0.00,1.29,10.33,22.56,,,,
3/24/2025 3:09:32 PM , 98.9330000000045 ,0.00,20.00,0.00,1.29,10.31,22.54,,,,
3/24/2025 3:09:33 PM , 99.273000000001 ,0.00,20.00,0.00,1.29,10.17,22.57,,,,
3/24/2025 3:09:33 PM , 99.6140000000014 ,0.00,20.00,0.00,1.29,10.33,22.57,,,,
3/24/2025 3:09:33 PM , 99.9440000000031 ,0.00,20.00,0.00,1.29,10.30,22.60,,,,
3/24/2025 3:09:34 PM , 100.289000000004 ,0.00,20.00,0.00,1.29,10.19,22.57,,,,
3/24/2025 3:09:34 PM , 100.642 ,0.00,20.00,0.00,1.29,10.23,22.59,,,,
3/24/2025 3:09:34 PM , 100.992000000006 ,0.00,20.00,0.00,1.29,10.24,22.59,,,,
3/24/2025 3:09:35 PM , 101.344000000005 ,0.00,20.00,0.00,1.29,10.30,22.59,,,,
3/24/2025 3:09:35 PM , 101.701000000001 ,0.00,20.00,0.00,1.29,10.28,22.53,,,,
3/24/2025 3:09:35 PM , 102.038 ,0.00,20.00,0.00,1.29,10.19,22.54,,,,
3/24/2025 3:09:36 PM , 102.389000000003 ,0.00,20.00,0.00,1.29,10.22,22.56,,,,
3/24/2025 3:09:36 PM , 102.725000000006 ,0.00,20.00,0.00,1.29,10.25,22.58,,,,
3/24/2025 3:09:37 PM , 103.077000000005 ,0.00,20.00,0.00,1.29,10.31,22.58,,,,
3/24/2025 3:09:37 PM , 103.416000000005 ,0.00,20.00,0.00,1.29,10.33,22.53,,,,
3/24/2025 3:09:37 PM , 103.756000000001 ,0.00,20.00,0.00,1.29,10.21,22.56,,,,
3/24/2025 3:09:38 PM , 104.084000000003 ,0.00,20.00,0.00,1.29,10.28,22.52,,,,
3/24/2025 3:09:38 PM , 104.43 ,0.00,20.00,0.00,1.29,10.36,22.54,,,,
3/24/2025 3:09:38 PM , 104.774000000005 ,0.00,20.00,0.00,1.29,10.24,22.59,,,,
3/24/2025 3:09:39 PM , 105.119000000006 ,0.00,20.00,0.00,1.29,10.23,22.53,,,,
3/24/2025 3:09:39 PM , 105.463000000003 ,0.00,20.00,0.00,1.29,10.37,22.54,,,,
3/24/2025 3:09:39 PM , 105.807000000001 ,0.00,20.00,0.00,1.29,10.25,22.59,,,,
3/24/2025 3:09:40 PM , 106.153000000006 ,0.00,20.00,0.00,1.29,10.24,22.53,,,,
3/24/2025 3:09:40 PM , 106.491000000002 ,0.00,20.00,0.00,1.29,10.28,22.59,,,,
3/24/2025 3:09:40 PM , 106.842000000004 ,0.00,20.00,0.00,1.29,10.29,22.60,,,,
