Time, ElapsedTime (s),"%, Acid","%, Base","Acid Flow, mL/s","Base Flow, mL/s","pH","T_Room",,,,
2/24/2025 1:03:59 PM , 6.76000000000204 ,60.00,0.00,4.31,0.00,4.40,22.50,,,,
2/24/2025 1:03:59 PM , 7.09799999999814 ,60.00,0.00,4.31,0.00,4.30,22.54,,,,
2/24/2025 1:03:59 PM , 7.45100000000093 ,60.00,0.00,4.31,0.00,4.23,22.56,,,,
2/24/2025 1:04:00 PM , 7.79400000000169 ,60.00,0.00,4.31,0.00,4.12,22.50,,,,
2/24/2025 1:04:00 PM , 8.1449999999968 ,60.00,0.00,4.31,0.00,4.01,22.51,,,,
2/24/2025 1:04:00 PM , 8.49700000000303 ,60.00,0.00,4.31,0.00,3.95,22.53,,,,
2/24/2025 1:04:01 PM , 8.84999999999854 ,60.00,0.00,4.31,0.00,3.94,22.55,,,,
2/24/2025 1:04:01 PM , 9.19999999999709 ,60.00,0.00,4.31,0.00,3.90,22.56,,,,
2/24/2025 1:04:02 PM , 9.55299999999988 ,60.00,0.00,4.31,0.00,3.97,22.56,,,,
2/24/2025 1:04:02 PM , 9.91900000000169 ,60.00,0.00,4.31,0.00,3.92,22.57,,,,
2/24/2025 1:04:02 PM , 10.2569999999978 ,60.00,0.00,4.31,0.00,3.92,22.53,,,,
2/24/2025 1:04:03 PM , 10.5979999999981 ,60.00,0.00,4.31,0.00,3.78,22.56,,,,
2/24/2025 1:04:03 PM , 10.9479999999967 ,60.00,0.00,4.31,0.00,3.72,22.57,,,,
2/24/2025 1:04:03 PM , 11.2860000000001 ,60.00,0.00,4.31,0.00,3.85,22.57,,,,
2/24/2025 1:04:04 PM , 11.637999999999 ,60.00,0.00,4.31,0.00,3.82,22.57,,,,
2/24/2025 1:04:04 PM , 11.987000000001 ,60.00,0.00,4.31,0.00,3.81,22.58,,,,
2/24/2025 1:04:04 PM , 12.3419999999969 ,60.00,0.00,4.31,0.00,3.74,22.54,,,,
2/24/2025 1:04:05 PM , 12.6990000000005 ,60.00,0.00,4.31,0.00,3.67,22.58,,,,
2/24/2025 1:04:05 PM , 13.0529999999999 ,60.00,0.00,4.31,0.00,3.75,22.59,,,,
2/24/2025 1:04:05 PM , 13.4040000000023 ,60.00,0.00,4.31,0.00,3.73,22.59,,,,
2/24/2025 1:04:06 PM , 13.7450000000026 ,60.00,0.00,4.31,0.00,3.63,22.56,,,,
2/24/2025 1:04:06 PM , 14.0840000000026 ,60.00,0.00,4.31,0.00,3.65,22.60,,,,
2/24/2025 1:04:06 PM , 14.4230000000025 ,60.00,0.00,4.31,0.00,3.70,22.56,,,,
2/24/2025 1:04:07 PM , 14.762999999999 ,60.00,0.00,4.31,0.00,3.58,22.57,,,,
2/24/2025 1:04:07 PM , 15.1160000000018 ,60.00,0.00,4.31,0.00,3.57,22.59,,,,
2/24/2025 1:04:07 PM , 15.4669999999969 ,60.00,0.00,4.31,0.00,3.59,22.59,,,,
2/24/2025 1:04:08 PM , 15.8139999999985 ,60.00,0.00,4.31,0.00,3.53,22.57,,,,
2/24/2025 1:04:08 PM , 16.1670000000013 ,60.00,0.00,4.31,0.00,3.55,22.58,,,,
2/24/2025 1:04:08 PM , 16.5060000000012 ,60.00,0.00,4.31,0.00,3.64,22.58,,,,
2/24/2025 1:04:09 PM , 16.849000000002 ,60.00,0.00,4.31,0.00,3.50,22.58,,,,
2/24/2025 1:04:09 PM , 17.1990000000005 ,60.00,0.00,4.31,0.00,3.48,22.57,,,,
2/24/2025 1:04:10 PM , 17.5380000000005 ,60.00,0.00,4.31,0.00,3.56,22.59,,,,
2/24/2025 1:04:10 PM , 17.8790000000008 ,60.00,0.00,4.31,0.00,3.50,22.55,,,,
2/24/2025 1:04:10 PM , 18.2220000000016 ,60.00,0.00,4.31,0.00,3.57,22.58,,,,
2/24/2025 1:04:11 PM , 18.5760000000009 ,60.00,0.00,4.31,0.00,3.55,22.56,,,,
2/24/2025 1:04:11 PM , 18.9349999999977 ,60.00,0.00,4.31,0.00,3.47,22.59,,,,
2/24/2025 1:04:11 PM , 19.2880000000005 ,60.00,0.00,4.31,0.00,3.52,22.59,,,,
2/24/2025 1:04:12 PM , 19.6270000000004 ,60.00,0.00,4.31,0.00,3.51,22.55,,,,
2/24/2025 1:04:12 PM , 19.9799999999959 ,60.00,0.00,4.31,0.00,3.43,22.55,,,,
2/24/2025 1:04:12 PM , 20.3329999999987 ,60.00,0.00,4.31,0.00,3.40,22.57,,,,
2/24/2025 1:04:13 PM , 20.6679999999978 ,60.00,0.00,4.31,0.00,3.41,22.59,,,,
2/24/2025 1:04:13 PM , 21.0060000000012 ,60.00,0.00,4.31,0.00,3.50,22.60,,,,
2/24/2025 1:04:13 PM , 21.3549999999959 ,60.00,0.00,4.31,0.00,3.50,22.60,,,,
2/24/2025 1:04:14 PM , 21.6929999999993 ,60.00,0.00,4.31,0.00,3.48,22.56,,,,
2/24/2025 1:04:14 PM , 22.0440000000017 ,60.00,0.00,4.31,0.00,3.44,22.55,,,,
2/24/2025 1:04:14 PM , 22.3819999999978 ,60.00,0.00,4.31,0.00,3.36,22.57,,,,
2/24/2025 1:04:15 PM , 22.7220000000016 ,60.00,0.00,4.31,0.00,3.44,22.60,,,,
2/24/2025 1:04:15 PM , 23.0760000000009 ,60.00,0.00,4.31,0.00,3.45,22.56,,,,
2/24/2025 1:04:15 PM , 23.4300000000003 ,60.00,0.00,4.31,0.00,3.37,22.56,,,,
2/24/2025 1:04:16 PM , 23.7719999999972 ,60.00,0.00,4.31,0.00,3.43,22.60,,,,
2/24/2025 1:04:16 PM , 24.122000000003 ,60.00,0.00,4.31,0.00,3.42,22.60,,,,
2/24/2025 1:04:16 PM , 24.4599999999991 ,60.00,0.00,4.31,0.00,3.41,22.55,,,,
2/24/2025 1:04:17 PM , 24.8059999999969 ,60.00,0.00,4.31,0.00,3.42,22.58,,,,
2/24/2025 1:04:17 PM , 25.1429999999964 ,60.00,0.00,4.31,0.00,3.41,22.55,,,,
2/24/2025 1:04:17 PM , 25.497000000003 ,60.00,0.00,4.31,0.00,3.31,22.55,,,,
2/24/2025 1:04:18 PM , 25.8549999999959 ,60.00,0.00,4.31,0.00,3.39,22.60,,,,
2/24/2025 1:04:18 PM , 26.2169999999969 ,60.00,0.00,4.31,0.00,3.29,22.58,,,,
2/24/2025 1:04:19 PM , 26.5709999999963 ,60.00,0.00,4.31,0.00,3.39,22.59,,,,
2/24/2025 1:04:19 PM , 26.9099999999962 ,60.00,0.00,4.31,0.00,3.37,22.54,,,,
2/24/2025 1:04:19 PM , 27.262999999999 ,60.00,0.00,4.31,0.00,3.30,22.56,,,,
2/24/2025 1:04:20 PM , 27.6010000000024 ,60.00,0.00,4.31,0.00,3.27,22.59,,,,
2/24/2025 1:04:20 PM , 28.0020000000004 ,60.00,0.00,4.31,0.00,3.28,22.60,,,,
2/24/2025 1:04:20 PM , 28.3549999999959 ,60.00,0.00,4.31,0.00,3.36,22.59,,,,
2/24/2025 1:04:21 PM , 28.7160000000003 ,60.00,0.00,4.31,0.00,3.25,22.59,,,,
2/24/2025 1:04:21 PM , 29.0539999999964 ,60.00,0.00,4.31,0.00,3.34,22.60,,,,
2/24/2025 1:04:21 PM , 29.4029999999984 ,60.00,0.00,4.31,0.00,3.32,22.61,,,,
2/24/2025 1:04:22 PM , 29.7439999999988 ,60.00,0.00,4.31,0.00,3.28,22.55,,,,
2/24/2025 1:04:22 PM , 30.0820000000022 ,60.00,0.00,4.31,0.00,3.23,22.58,,,,
2/24/2025 1:04:22 PM , 30.4360000000015 ,60.00,0.00,4.31,0.00,3.30,22.60,,,,
2/24/2025 1:04:23 PM , 30.7940000000017 ,60.00,0.00,4.31,0.00,3.26,22.54,,,,
2/24/2025 1:04:23 PM , 31.1330000000016 ,60.00,0.00,4.31,0.00,3.23,22.60,,,,
2/24/2025 1:04:23 PM , 31.4700000000012 ,60.00,0.00,4.31,0.00,3.32,22.61,,,,
2/24/2025 1:04:24 PM , 31.8240000000005 ,60.00,0.00,4.31,0.00,3.32,22.57,,,,
2/24/2025 1:04:24 PM , 32.1849999999977 ,60.00,0.00,4.31,0.00,3.26,22.62,,,,
2/24/2025 1:04:24 PM , 32.5219999999972 ,60.00,0.00,4.31,0.00,3.32,22.60,,,,
2/24/2025 1:04:25 PM , 32.8709999999992 ,60.00,0.00,4.31,0.00,3.30,22.61,,,,
2/24/2025 1:04:25 PM , 33.211000000003 ,60.00,0.00,4.31,0.00,3.21,22.57,,,,
2/24/2025 1:04:26 PM , 33.5489999999991 ,60.00,0.00,4.31,0.00,3.20,22.61,,,,
2/24/2025 1:04:26 PM , 33.9020000000019 ,60.00,0.00,4.31,0.00,3.26,22.62,,,,
2/24/2025 1:04:26 PM , 34.2560000000012 ,60.00,0.00,4.31,0.00,3.30,22.60,,,,
2/24/2025 1:04:27 PM , 34.6049999999959 ,60.00,0.00,4.31,0.00,3.28,22.62,,,,
2/24/2025 1:04:27 PM , 34.9420000000027 ,60.00,0.00,4.31,0.00,3.26,22.59,,,,
2/24/2025 1:04:27 PM , 35.2949999999983 ,60.00,0.00,4.31,0.00,3.19,22.58,,,,
2/24/2025 1:04:28 PM , 35.6489999999976 ,60.00,0.00,4.31,0.00,3.17,22.61,,,,
2/24/2025 1:04:28 PM , 35.987000000001 ,60.00,0.00,4.31,0.00,3.26,22.61,,,,
2/24/2025 1:04:28 PM , 36.3410000000003 ,60.00,0.00,4.31,0.00,3.26,22.58,,,,
2/24/2025 1:04:29 PM , 36.6999999999971 ,60.00,0.00,4.31,0.00,3.18,22.62,,,,
2/24/2025 1:04:29 PM , 37.0539999999964 ,60.00,0.00,4.31,0.00,3.26,22.62,,,,
2/24/2025 1:04:29 PM , 37.4040000000023 ,60.00,0.00,4.31,0.00,3.26,22.62,,,,
2/24/2025 1:04:30 PM , 37.7450000000026 ,60.00,0.00,4.31,0.00,3.25,22.58,,,,
2/24/2025 1:04:30 PM , 38.148000000001 ,60.00,0.00,4.31,0.00,3.14,22.62,,,,
2/24/2025 1:04:30 PM , 38.4859999999971 ,60.00,0.00,4.31,0.00,3.23,22.62,,,,
2/24/2025 1:04:31 PM , 38.8399999999965 ,60.00,0.00,4.31,0.00,3.24,22.58,,,,
2/24/2025 1:04:31 PM , 39.1849999999977 ,60.00,0.00,4.31,0.00,3.21,22.63,,,,
2/24/2025 1:04:32 PM , 39.5369999999966 ,60.00,0.00,4.31,0.00,3.23,22.61,,,,
2/24/2025 1:04:32 PM , 39.8770000000004 ,60.00,0.00,4.31,0.00,3.14,22.58,,,,
2/24/2025 1:04:32 PM , 40.2309999999998 ,60.00,0.00,4.31,0.00,3.13,22.61,,,,
2/24/2025 1:04:33 PM , 40.5679999999993 ,60.00,0.00,4.31,0.00,3.20,22.61,,,,
2/24/2025 1:04:33 PM , 40.9199999999983 ,60.00,0.00,4.31,0.00,3.22,22.60,,,,
2/24/2025 1:04:33 PM , 41.2589999999982 ,60.00,0.00,4.31,0.00,3.15,22.57,,,,
2/24/2025 1:04:34 PM , 41.5970000000016 ,60.00,0.00,4.31,0.00,3.14,22.61,,,,
2/24/2025 1:04:34 PM , 41.9510000000009 ,60.00,0.00,4.31,0.00,3.19,22.62,,,,
2/24/2025 1:04:34 PM , 42.3050000000003 ,60.00,0.00,4.31,0.00,3.21,22.59,,,,
2/24/2025 1:04:35 PM , 42.6429999999964 ,60.00,0.00,4.31,0.00,3.12,22.59,,,,
2/24/2025 1:04:35 PM , 42.997000000003 ,60.00,0.00,4.31,0.00,3.11,22.62,,,,
2/24/2025 1:04:35 PM , 43.336000000003 ,60.00,0.00,4.31,0.00,3.20,22.60,,,,
2/24/2025 1:04:36 PM , 43.6750000000029 ,60.00,0.00,4.31,0.00,3.13,22.59,,,,
2/24/2025 1:04:36 PM , 44.0140000000029 ,60.00,0.00,4.31,0.00,3.10,22.63,,,,
2/24/2025 1:04:36 PM , 44.3669999999984 ,60.00,0.00,4.31,0.00,3.16,22.63,,,,
2/24/2025 1:04:37 PM , 44.7079999999987 ,60.00,0.00,4.31,0.00,3.10,22.59,,,,
2/24/2025 1:04:37 PM , 45.0599999999977 ,60.00,0.00,4.31,0.00,3.08,22.60,,,,
2/24/2025 1:04:37 PM , 45.398000000001 ,60.00,0.00,4.31,0.00,3.14,22.64,,,,
2/24/2025 1:04:38 PM , 45.7390000000014 ,60.00,0.00,4.31,0.00,3.13,22.59,,,,
2/24/2025 1:04:38 PM , 46.0910000000003 ,60.00,0.00,4.31,0.00,3.09,22.60,,,,
2/24/2025 1:04:38 PM , 46.4490000000005 ,60.00,0.00,4.31,0.00,3.16,22.64,,,,
2/24/2025 1:04:39 PM , 46.7920000000013 ,60.00,0.00,4.31,0.00,3.08,22.61,,,,
2/24/2025 1:04:39 PM , 47.1449999999968 ,60.00,0.00,4.31,0.00,3.08,22.63,,,,
2/24/2025 1:04:39 PM , 47.4950000000026 ,60.00,0.00,4.31,0.00,3.08,22.63,,,,
2/24/2025 1:04:40 PM , 47.8559999999998 ,60.00,0.00,4.31,0.00,3.09,22.58,,,,
2/24/2025 1:04:40 PM , 48.1999999999971 ,60.00,0.00,4.31,0.00,3.17,22.61,,,,
2/24/2025 1:04:41 PM , 48.5380000000005 ,60.00,0.00,4.31,0.00,3.10,22.58,,,,
2/24/2025 1:04:41 PM , 48.8790000000008 ,60.00,0.00,4.31,0.00,3.10,22.63,,,,
2/24/2025 1:04:41 PM , 49.2319999999963 ,60.00,0.00,4.31,0.00,3.15,22.62,,,,
2/24/2025 1:04:42 PM , 49.586000000003 ,60.00,0.00,4.31,0.00,3.14,22.59,,,,
2/24/2025 1:04:42 PM , 49.9239999999991 ,60.00,0.00,4.31,0.00,3.05,22.59,,,,
2/24/2025 1:04:42 PM , 50.2779999999984 ,60.00,0.00,4.31,0.00,3.08,22.63,,,,
2/24/2025 1:04:43 PM , 50.6160000000018 ,60.00,0.00,4.31,0.00,3.15,22.61,,,,
2/24/2025 1:04:43 PM , 50.9559999999983 ,60.00,0.00,4.31,0.00,3.05,22.60,,,,
2/24/2025 1:04:43 PM , 51.3110000000015 ,60.00,0.00,4.31,0.00,3.07,22.63,,,,
2/24/2025 1:04:44 PM , 51.663999999997 ,60.00,0.00,4.31,0.00,3.14,22.63,,,,
2/24/2025 1:04:44 PM , 52.0020000000004 ,60.00,0.00,4.31,0.00,3.11,22.58,,,,
2/24/2025 1:04:44 PM , 52.3569999999963 ,60.00,0.00,4.31,0.00,3.04,22.59,,,,
2/24/2025 1:04:45 PM , 52.6939999999959 ,60.00,0.00,4.31,0.00,3.05,22.63,,,,
2/24/2025 1:04:45 PM , 53.0449999999983 ,60.00,0.00,4.31,0.00,3.06,22.63,,,,
2/24/2025 1:04:45 PM , 53.3830000000016 ,60.00,0.00,4.31,0.00,3.13,22.61,,,,
2/24/2025 1:04:46 PM , 53.7249999999985 ,60.00,0.00,4.31,0.00,3.02,22.61,,,,
2/24/2025 1:04:46 PM , 54.0749999999971 ,60.00,0.00,4.31,0.00,3.02,22.60,,,,
2/24/2025 1:04:46 PM , 54.413999999997 ,60.00,0.00,4.31,0.00,3.11,22.63,,,,
2/24/2025 1:04:47 PM , 54.7560000000012 ,60.00,0.00,4.31,0.00,3.02,22.60,,,,
2/24/2025 1:04:47 PM , 55.1059999999998 ,60.00,0.00,4.31,0.00,3.02,22.59,,,,
2/24/2025 1:04:47 PM , 55.4439999999959 ,60.00,0.00,4.31,0.00,3.05,22.64,,,,
2/24/2025 1:04:48 PM , 55.7949999999983 ,60.00,0.00,4.31,0.00,3.07,22.64,,,,
2/24/2025 1:04:48 PM , 56.148000000001 ,60.00,0.00,4.31,0.00,3.11,22.62,,,,
2/24/2025 1:04:48 PM , 56.4979999999996 ,60.00,0.00,4.31,0.00,3.11,22.63,,,,
2/24/2025 1:04:49 PM , 56.8379999999961 ,60.00,0.00,4.31,0.00,3.02,22.60,,,,
2/24/2025 1:04:49 PM , 57.1849999999977 ,60.00,0.00,4.31,0.00,3.08,22.58,,,,
2/24/2025 1:04:49 PM , 57.5219999999972 ,60.00,0.00,4.31,0.00,3.01,22.61,,,,
2/24/2025 1:04:50 PM , 57.8709999999992 ,60.00,0.00,4.31,0.00,3.01,22.59,,,,
2/24/2025 1:04:50 PM , 58.211000000003 ,60.00,0.00,4.31,0.00,3.05,22.64,,,,
2/24/2025 1:04:51 PM , 58.5489999999991 ,60.00,0.00,4.31,0.00,3.10,22.60,,,,
2/24/2025 1:04:51 PM , 58.9020000000019 ,60.00,0.00,4.31,0.00,3.05,22.59,,,,
2/24/2025 1:04:51 PM , 59.2390000000014 ,60.00,0.00,4.31,0.00,2.99,22.62,,,,
2/24/2025 1:04:52 PM , 59.5930000000008 ,60.00,0.00,4.31,0.00,3.03,22.64,,,,
2/24/2025 1:04:52 PM , 59.9499999999971 ,60.00,0.00,4.31,0.00,3.07,22.60,,,,
2/24/2025 1:04:52 PM , 60.3039999999964 ,60.00,0.00,4.31,0.00,3.00,22.60,,,,
2/24/2025 1:04:53 PM , 60.6529999999984 ,60.00,0.00,4.31,0.00,3.00,22.59,,,,
2/24/2025 1:04:53 PM , 60.9919999999984 ,60.00,0.00,4.31,0.00,3.01,22.64,,,,
2/24/2025 1:04:53 PM , 61.3300000000017 ,60.00,0.00,4.31,0.00,3.08,22.61,,,,
2/24/2025 1:04:54 PM , 61.6849999999977 ,60.00,0.00,4.31,0.00,2.99,22.59,,,,
2/24/2025 1:04:54 PM , 62.0369999999966 ,60.00,0.00,4.31,0.00,2.98,22.59,,,,
2/24/2025 1:04:54 PM , 62.387999999999 ,60.00,0.00,4.31,0.00,2.97,22.61,,,,
2/24/2025 1:04:55 PM , 62.7280000000028 ,60.00,0.00,4.31,0.00,3.08,22.62,,,,
2/24/2025 1:04:55 PM , 63.0849999999991 ,60.00,0.00,4.31,0.00,2.98,22.59,,,,
2/24/2025 1:04:55 PM , 63.4239999999991 ,60.00,0.00,4.31,0.00,3.01,22.62,,,,
2/24/2025 1:04:56 PM , 63.7719999999972 ,60.00,0.00,4.31,0.00,2.98,22.61,,,,
2/24/2025 1:04:56 PM , 64.1209999999992 ,60.00,0.00,4.31,0.00,2.97,22.60,,,,
2/24/2025 1:04:56 PM , 64.4590000000026 ,60.00,0.00,4.31,0.00,3.04,22.63,,,,
2/24/2025 1:04:57 PM , 64.8099999999977 ,60.00,0.00,4.31,0.00,3.06,22.64,,,,
2/24/2025 1:04:57 PM , 65.148000000001 ,60.00,0.00,4.31,0.00,3.05,22.58,,,,
2/24/2025 1:04:57 PM , 65.497000000003 ,60.00,0.00,4.31,0.00,3.05,22.58,,,,
2/24/2025 1:04:58 PM , 65.8379999999961 ,60.00,0.00,4.31,0.00,2.97,22.63,,,,
2/24/2025 1:04:58 PM , 66.1990000000005 ,60.00,0.00,4.31,0.00,3.00,22.57,,,,
2/24/2025 1:04:59 PM , 66.5369999999966 ,60.00,0.00,4.31,0.00,2.96,22.61,,,,
2/24/2025 1:04:59 PM , 66.8819999999978 ,60.00,0.00,4.31,0.00,3.00,22.57,,,,
2/24/2025 1:04:59 PM , 67.2309999999998 ,60.00,0.00,4.31,0.00,3.02,22.58,,,,
2/24/2025 1:05:00 PM , 67.5849999999991 ,60.00,0.00,4.31,0.00,2.95,22.60,,,,
2/24/2025 1:05:00 PM , 67.9230000000025 ,60.00,0.00,4.31,0.00,2.99,22.63,,,,
2/24/2025 1:05:00 PM , 68.275999999998 ,60.00,0.00,4.31,0.00,3.04,22.62,,,,
2/24/2025 1:05:01 PM , 68.6180000000022 ,60.00,0.00,4.31,0.00,2.94,22.60,,,,
2/24/2025 1:05:01 PM , 68.9809999999998 ,60.00,0.00,4.31,0.00,2.99,22.57,,,,
2/24/2025 1:05:01 PM , 69.3349999999991 ,60.00,0.00,4.31,0.00,2.94,22.60,,,,
2/24/2025 1:05:02 PM , 69.6739999999991 ,60.00,0.00,4.31,0.00,3.00,22.63,,,,
2/24/2025 1:05:02 PM , 70.0270000000019 ,60.00,0.00,4.31,0.00,3.04,22.60,,,,
2/24/2025 1:05:02 PM , 70.364999999998 ,60.00,0.00,4.31,0.00,2.98,22.59,,,,
2/24/2025 1:05:03 PM , 70.7070000000022 ,60.00,0.00,4.31,0.00,3.00,22.63,,,,
2/24/2025 1:05:03 PM , 71.0610000000015 ,60.00,0.00,4.31,0.00,3.04,22.59,,,,
2/24/2025 1:05:03 PM , 71.413999999997 ,60.00,0.00,4.31,0.00,2.99,22.58,,,,
2/24/2025 1:05:04 PM , 71.7569999999978 ,60.00,0.00,4.31,0.00,3.03,22.62,,,,
2/24/2025 1:05:04 PM , 72.1059999999998 ,60.00,0.00,4.31,0.00,2.99,22.63,,,,
2/24/2025 1:05:04 PM , 72.4429999999993 ,60.00,0.00,4.31,0.00,3.03,22.60,,,,
2/24/2025 1:05:05 PM , 72.7909999999974 ,60.00,0.00,4.31,0.00,3.02,22.62,,,,
2/24/2025 1:05:05 PM , 73.1319999999978 ,60.00,0.00,4.31,0.00,2.94,22.58,,,,
2/24/2025 1:05:05 PM , 73.4819999999963 ,60.00,0.00,4.31,0.00,2.94,22.57,,,,
2/24/2025 1:05:06 PM , 73.8220000000001 ,60.00,0.00,4.31,0.00,2.98,22.62,,,,
2/24/2025 1:05:06 PM , 74.1599999999962 ,60.00,0.00,4.31,0.00,3.02,22.58,,,,
2/24/2025 1:05:06 PM , 74.512999999999 ,60.00,0.00,4.31,0.00,2.97,22.56,,,,
2/24/2025 1:05:07 PM , 74.872000000003 ,60.00,0.00,4.31,0.00,2.98,22.62,,,,
2/24/2025 1:05:07 PM , 75.2099999999991 ,60.00,0.00,4.31,0.00,2.99,22.57,,,,
2/24/2025 1:05:08 PM , 75.5489999999991 ,60.00,0.00,4.31,0.00,2.92,22.58,,,,
2/24/2025 1:05:08 PM , 75.8890000000029 ,60.00,0.00,4.31,0.00,3.00,22.61,,,,
2/24/2025 1:05:08 PM , 76.2379999999976 ,60.00,0.00,4.31,0.00,2.97,22.63,,,,
2/24/2025 1:05:09 PM , 76.5919999999969 ,60.00,0.00,4.31,0.00,3.01,22.58,,,,
2/24/2025 1:05:09 PM , 76.9490000000005 ,60.00,0.00,4.31,0.00,2.91,22.59,,,,
2/24/2025 1:05:09 PM , 77.288999999997 ,60.00,0.00,4.31,0.00,2.99,22.60,,,,
2/24/2025 1:05:10 PM , 77.6270000000004 ,60.00,0.00,4.31,0.00,2.99,22.56,,,,
2/24/2025 1:05:10 PM , 77.9660000000003 ,60.00,0.00,4.31,0.00,2.91,22.58,,,,
2/24/2025 1:05:10 PM , 78.3189999999959 ,60.00,0.00,4.31,0.00,2.93,22.61,,,,
2/24/2025 1:05:11 PM , 78.6589999999997 ,60.00,0.00,4.31,0.00,3.00,22.57,,,,
2/24/2025 1:05:11 PM , 79.0120000000024 ,60.00,0.00,4.31,0.00,2.94,22.56,,,,
2/24/2025 1:05:11 PM , 79.349000000002 ,60.00,0.00,4.31,0.00,2.90,22.59,,,,
2/24/2025 1:05:12 PM , 79.6979999999967 ,60.00,0.00,4.31,0.00,2.90,22.58,,,,
2/24/2025 1:05:12 PM , 80.0369999999966 ,60.00,0.00,4.31,0.00,2.98,22.61,,,,
2/24/2025 1:05:12 PM , 80.3890000000029 ,60.00,0.00,4.31,0.00,3.00,22.59,,,,
2/24/2025 1:05:13 PM , 80.7459999999992 ,60.00,0.00,4.31,0.00,2.90,22.56,,,,
2/24/2025 1:05:13 PM , 81.0849999999991 ,60.00,0.00,4.31,0.00,2.95,22.60,,,,
2/24/2025 1:05:13 PM , 81.4349999999977 ,60.00,0.00,4.31,0.00,2.95,22.60,,,,
2/24/2025 1:05:14 PM , 81.7750000000015 ,60.00,0.00,4.31,0.00,2.95,22.55,,,,
2/24/2025 1:05:14 PM , 82.1129999999976 ,60.00,0.00,4.31,0.00,2.89,22.56,,,,
2/24/2025 1:05:14 PM , 82.4660000000003 ,60.00,0.00,4.31,0.00,2.91,22.59,,,,
2/24/2025 1:05:15 PM , 82.8139999999985 ,60.00,0.00,4.31,0.00,2.89,22.58,,,,
2/24/2025 1:05:15 PM , 83.1690000000017 ,60.00,0.00,4.31,0.00,2.97,22.59,,,,
2/24/2025 1:05:15 PM , 83.5190000000002 ,60.00,0.00,4.31,0.00,2.97,22.59,,,,
2/24/2025 1:05:16 PM , 83.8700000000026 ,60.00,0.00,4.31,0.00,2.98,22.58,,,,
2/24/2025 1:05:16 PM , 84.2169999999969 ,60.00,0.00,4.31,0.00,2.93,22.59,,,,
2/24/2025 1:05:17 PM , 84.5550000000003 ,60.00,0.00,4.31,0.00,2.98,22.56,,,,
2/24/2025 1:05:17 PM , 84.8919999999998 ,60.00,0.00,4.31,0.00,2.93,22.53,,,,
2/24/2025 1:05:17 PM , 85.2450000000026 ,60.00,0.00,4.31,0.00,2.88,22.53,,,,
2/24/2025 1:05:18 PM , 85.5829999999987 ,60.00,0.00,4.31,0.00,2.92,22.57,,,,
2/24/2025 1:05:18 PM , 85.9340000000011 ,60.00,0.00,4.31,0.00,2.94,22.57,,,,
2/24/2025 1:05:18 PM , 86.2860000000001 ,60.00,0.00,4.31,0.00,2.97,22.56,,,,
2/24/2025 1:05:19 PM , 86.6390000000029 ,60.00,0.00,4.31,0.00,2.97,22.52,,,,
2/24/2025 1:05:19 PM , 86.976999999999 ,60.00,0.00,4.31,0.00,2.89,22.52,,,,
2/24/2025 1:05:19 PM , 87.3300000000017 ,60.00,0.00,4.31,0.00,2.88,22.54,,,,
2/24/2025 1:05:20 PM , 87.6840000000011 ,60.00,0.00,4.31,0.00,2.95,22.55,,,,
2/24/2025 1:05:20 PM , 88.0380000000005 ,60.00,0.00,4.31,0.00,2.97,22.53,,,,
