Time, ElapsedTime (s),"%, Acid","%, Base","Acid Flow, mL/s","Base Flow, mL/s","pH","T_Room",,,,
2/24/2025 2:29:39 PM , 32.2460000000065 ,60.00,100.00,4.31,6.45,3.07,23.03,,,,
2/24/2025 2:29:39 PM , 32.599000000002 ,60.00,100.00,4.31,6.45,3.02,23.03,,,,
2/24/2025 2:29:39 PM , 32.9360000000015 ,60.00,100.00,4.31,6.45,3.06,23.07,,,,
2/24/2025 2:29:40 PM , 33.3050000000003 ,60.00,100.00,4.31,6.45,3.10,23.08,,,,
2/24/2025 2:29:40 PM , 33.6589999999997 ,60.00,100.00,4.31,6.45,3.18,23.06,,,,
2/24/2025 2:29:40 PM , 34.0020000000004 ,60.00,100.00,4.31,6.45,3.10,23.07,,,,
2/24/2025 2:29:41 PM , 34.3670000000056 ,60.00,100.00,4.31,6.45,3.09,23.05,,,,
2/24/2025 2:29:41 PM , 34.721000000005 ,60.00,100.00,4.31,6.45,3.16,23.07,,,,
2/24/2025 2:29:41 PM , 35.0760000000009 ,60.00,100.00,4.31,6.45,3.25,23.04,,,,
2/24/2025 2:29:42 PM , 35.4290000000037 ,60.00,100.00,4.31,6.45,3.21,23.02,,,,
2/24/2025 2:29:42 PM , 35.7880000000005 ,60.00,100.00,4.31,6.45,3.23,23.07,,,,
2/24/2025 2:29:42 PM , 36.1419999999998 ,60.00,100.00,4.31,6.45,3.32,23.05,,,,
2/24/2025 2:29:43 PM , 36.5060000000012 ,60.00,100.00,4.31,6.45,3.30,23.07,,,,
2/24/2025 2:29:43 PM , 36.859000000004 ,60.00,100.00,4.31,6.45,3.34,23.05,,,,
2/24/2025 2:29:43 PM , 37.2060000000056 ,60.00,100.00,4.31,6.45,3.33,23.09,,,,
2/24/2025 2:29:44 PM , 37.5590000000011 ,60.00,100.00,4.31,6.45,3.42,23.04,,,,
2/24/2025 2:29:44 PM , 37.9120000000039 ,60.00,100.00,4.31,6.45,3.39,23.01,,,,
2/24/2025 2:29:45 PM , 38.2649999999994 ,60.00,100.00,4.31,6.45,3.35,23.00,,,,
2/24/2025 2:29:45 PM , 38.6150000000052 ,60.00,100.00,4.31,6.45,3.36,22.98,,,,
2/24/2025 2:29:45 PM , 38.9690000000046 ,60.00,100.00,4.31,6.45,3.37,23.03,,,,
2/24/2025 2:29:46 PM , 39.3240000000005 ,60.00,100.00,4.31,6.45,3.52,23.03,,,,
2/24/2025 2:29:46 PM , 39.6770000000033 ,60.00,100.00,4.31,6.45,3.56,23.00,,,,
2/24/2025 2:29:46 PM , 40.0390000000043 ,60.00,100.00,4.31,6.45,3.54,23.03,,,,
2/24/2025 2:29:47 PM , 40.3930000000037 ,60.00,100.00,4.31,6.45,3.65,22.99,,,,
2/24/2025 2:29:47 PM , 40.7570000000051 ,60.00,100.00,4.31,6.45,3.77,23.03,,,,
2/24/2025 2:29:47 PM , 41.1100000000006 ,60.00,100.00,4.31,6.45,3.84,22.98,,,,
2/24/2025 2:29:48 PM , 41.4490000000005 ,60.00,100.00,4.31,6.45,3.81,22.96,,,,
2/24/2025 2:29:48 PM , 41.8179999999993 ,60.00,100.00,4.31,6.45,4.09,22.97,,,,
2/24/2025 2:29:48 PM , 42.1740000000063 ,60.00,100.00,4.31,6.45,4.27,23.01,,,,
2/24/2025 2:29:49 PM , 42.5390000000043 ,60.00,100.00,4.31,6.45,4.19,23.01,,,,
2/24/2025 2:29:49 PM , 42.8930000000037 ,60.00,100.00,4.31,6.45,4.30,23.00,,,,
2/24/2025 2:29:50 PM , 43.2400000000052 ,60.00,100.00,4.31,6.45,4.60,23.02,,,,
2/24/2025 2:29:50 PM , 43.5920000000042 ,60.00,100.00,4.31,6.45,5.08,23.01,,,,
2/24/2025 2:29:50 PM , 43.958000000006 ,60.00,100.00,4.31,6.45,5.89,23.02,,,,
2/24/2025 2:29:51 PM , 44.3170000000027 ,60.00,100.00,4.31,6.45,6.50,22.99,,,,
2/24/2025 2:29:51 PM , 44.6710000000021 ,60.00,100.00,4.31,6.45,7.06,23.02,,,,
2/24/2025 2:29:51 PM , 45.0400000000009 ,60.00,100.00,4.31,6.45,8.00,23.03,,,,
2/24/2025 2:29:52 PM , 45.3950000000041 ,60.00,100.00,4.31,6.45,8.81,23.00,,,,
2/24/2025 2:29:52 PM , 45.7560000000012 ,60.00,100.00,4.31,6.45,9.10,23.04,,,,
2/24/2025 2:29:52 PM , 46.1100000000006 ,60.00,100.00,4.31,6.45,9.46,23.02,,,,
2/24/2025 2:29:53 PM , 46.4590000000026 ,60.00,100.00,4.31,6.45,9.51,23.02,,,,
2/24/2025 2:29:53 PM , 46.8100000000049 ,60.00,100.00,4.31,6.45,9.67,23.02,,,,
2/24/2025 2:29:53 PM , 47.1640000000043 ,60.00,100.00,4.31,6.45,9.74,22.97,,,,
2/24/2025 2:29:54 PM , 47.5240000000049 ,60.00,100.00,4.31,6.45,9.76,23.02,,,,
2/24/2025 2:29:54 PM , 47.8770000000004 ,60.00,100.00,4.31,6.45,9.84,23.01,,,,
2/24/2025 2:29:54 PM , 48.2270000000062 ,60.00,100.00,4.31,6.45,9.97,23.01,,,,
2/24/2025 2:29:55 PM , 48.5760000000009 ,60.00,100.00,4.31,6.45,9.99,23.01,,,,
2/24/2025 2:29:55 PM , 48.9220000000059 ,60.00,100.00,4.31,6.45,9.90,22.97,,,,
2/24/2025 2:29:56 PM , 49.2780000000057 ,60.00,100.00,4.31,6.45,10.04,22.98,,,,
2/24/2025 2:29:56 PM , 49.6320000000051 ,60.00,100.00,4.31,6.45,10.08,22.93,,,,
2/24/2025 2:29:56 PM , 49.9850000000006 ,60.00,100.00,4.31,6.45,10.03,22.93,,,,
2/24/2025 2:29:57 PM , 50.3510000000024 ,60.00,100.00,4.31,6.45,10.09,22.91,,,,
2/24/2025 2:29:57 PM , 50.7040000000052 ,60.00,100.00,4.31,6.45,10.06,22.94,,,,
2/24/2025 2:29:57 PM , 51.0560000000041 ,60.00,100.00,4.31,6.45,10.08,22.97,,,,
2/24/2025 2:29:58 PM , 51.4089999999997 ,60.00,100.00,4.31,6.45,10.19,22.99,,,,
2/24/2025 2:29:58 PM , 51.7740000000049 ,60.00,100.00,4.31,6.45,10.26,23.00,,,,
2/24/2025 2:29:58 PM , 52.1260000000038 ,60.00,100.00,4.31,6.45,10.29,23.02,,,,
2/24/2025 2:29:59 PM , 52.4910000000018 ,60.00,0.00,4.31,0.00,10.23,23.01,,,,
2/24/2025 2:29:59 PM , 52.8430000000008 ,60.00,0.00,4.31,0.00,10.35,23.02,,,,
2/24/2025 2:29:59 PM , 53.1949999999997 ,60.00,0.00,4.31,0.00,10.40,23.01,,,,
2/24/2025 2:30:00 PM , 53.5430000000051 ,60.00,0.00,4.31,0.00,10.36,23.02,,,,
2/24/2025 2:30:00 PM , 53.8899999999994 ,60.00,0.00,4.31,0.00,10.29,23.00,,,,
2/24/2025 2:30:01 PM , 54.2570000000051 ,60.00,0.00,4.31,0.00,10.28,23.02,,,,
2/24/2025 2:30:01 PM , 54.6100000000006 ,60.00,0.00,4.31,0.00,10.35,23.03,,,,
2/24/2025 2:30:01 PM , 54.9760000000024 ,60.00,0.00,4.31,0.00,10.32,23.03,,,,
2/24/2025 2:30:02 PM , 55.3300000000017 ,60.00,0.00,4.31,0.00,10.40,23.01,,,,
2/24/2025 2:30:02 PM , 55.6690000000017 ,60.00,0.00,4.31,0.00,10.31,22.97,,,,
2/24/2025 2:30:02 PM , 56.023000000001 ,60.00,0.00,4.31,0.00,10.25,22.99,,,,
2/24/2025 2:30:03 PM , 56.3729999999996 ,60.00,0.00,4.31,0.00,10.24,22.99,,,,
2/24/2025 2:30:03 PM , 56.7260000000024 ,60.00,0.00,4.31,0.00,10.27,23.02,,,,
2/24/2025 2:30:03 PM , 57.0760000000009 ,60.00,0.00,4.31,0.00,10.27,23.01,,,,
2/24/2025 2:30:04 PM , 57.4290000000037 ,60.00,0.00,4.31,0.00,10.33,23.01,,,,
2/24/2025 2:30:04 PM , 57.7880000000005 ,60.00,0.00,4.31,0.00,10.24,22.95,,,,
2/24/2025 2:30:04 PM , 58.1430000000037 ,60.00,0.00,4.31,0.00,10.24,22.99,,,,
2/24/2025 2:30:05 PM , 58.4960000000065 ,60.00,0.00,4.31,0.00,10.32,23.01,,,,
2/24/2025 2:30:05 PM , 58.8650000000052 ,60.00,0.00,4.31,0.00,10.35,23.00,,,,
2/24/2025 2:30:05 PM , 59.2180000000008 ,60.00,0.00,4.31,0.00,10.32,22.97,,,,
2/24/2025 2:30:06 PM , 59.583000000006 ,60.00,0.00,4.31,0.00,10.34,23.00,,,,
2/24/2025 2:30:06 PM , 59.9360000000015 ,60.00,0.00,4.31,0.00,10.28,22.98,,,,
2/24/2025 2:30:07 PM , 60.2819999999992 ,60.00,0.00,4.31,0.00,10.32,23.00,,,,
2/24/2025 2:30:07 PM , 60.6360000000059 ,60.00,0.00,4.31,0.00,10.28,22.98,,,,
2/24/2025 2:30:07 PM , 60.9900000000052 ,60.00,0.00,4.31,0.00,10.18,22.98,,,,
2/24/2025 2:30:08 PM , 61.3420000000042 ,60.00,0.00,4.31,0.00,10.17,23.01,,,,
2/24/2025 2:30:08 PM , 61.6949999999997 ,60.00,0.00,4.31,0.00,10.19,23.04,,,,
2/24/2025 2:30:08 PM , 62.0420000000013 ,60.00,0.00,4.31,0.00,10.17,23.03,,,,
2/24/2025 2:30:09 PM , 62.4110000000001 ,60.00,0.00,4.31,0.00,10.17,23.06,,,,
2/24/2025 2:30:09 PM , 62.7740000000049 ,60.00,0.00,4.31,0.00,10.18,23.02,,,,
2/24/2025 2:30:09 PM , 63.1260000000038 ,60.00,0.00,4.31,0.00,10.14,23.04,,,,
2/24/2025 2:30:10 PM , 63.4770000000062 ,60.00,0.00,4.31,0.00,10.12,23.03,,,,
2/24/2025 2:30:10 PM , 63.8260000000009 ,60.00,0.00,4.31,0.00,10.13,23.01,,,,
2/24/2025 2:30:10 PM , 64.1949999999997 ,60.00,0.00,4.31,0.00,10.12,23.03,,,,
2/24/2025 2:30:11 PM , 64.5430000000051 ,60.00,0.00,4.31,0.00,10.11,23.02,,,,
2/24/2025 2:30:11 PM , 64.9120000000039 ,60.00,0.00,4.31,0.00,10.10,23.04,,,,
2/24/2025 2:30:12 PM , 65.2640000000029 ,60.00,0.00,4.31,0.00,10.13,23.06,,,,
2/24/2025 2:30:12 PM , 65.6170000000056 ,60.00,0.00,4.31,0.00,10.20,23.07,,,,
2/24/2025 2:30:12 PM , 65.971000000005 ,60.00,0.00,4.31,0.00,10.21,23.02,,,,
2/24/2025 2:30:13 PM , 66.3350000000064 ,60.00,0.00,4.31,0.00,10.21,23.06,,,,
2/24/2025 2:30:13 PM , 66.6880000000019 ,60.00,0.00,4.31,0.00,10.21,23.03,,,,
2/24/2025 2:30:13 PM , 67.0550000000003 ,60.00,0.00,4.31,0.00,10.19,23.03,,,,
2/24/2025 2:30:14 PM , 67.4089999999997 ,60.00,0.00,4.31,0.00,10.08,23.04,,,,
2/24/2025 2:30:14 PM , 67.7570000000051 ,60.00,0.00,4.31,0.00,10.11,23.04,,,,
2/24/2025 2:30:14 PM , 68.109000000004 ,60.00,0.00,4.31,0.00,10.09,23.03,,,,
2/24/2025 2:30:15 PM , 68.4590000000026 ,60.00,0.00,4.31,0.00,10.08,23.03,,,,
2/24/2025 2:30:15 PM , 68.8090000000011 ,60.00,0.00,4.31,0.00,10.08,23.02,,,,
2/24/2025 2:30:15 PM , 69.1620000000039 ,60.00,0.00,4.31,0.00,10.02,23.04,,,,
2/24/2025 2:30:16 PM , 69.523000000001 ,60.00,0.00,4.31,0.00,10.11,23.01,,,,
2/24/2025 2:30:16 PM , 69.8760000000038 ,60.00,0.00,4.31,0.00,10.06,23.02,,,,
2/24/2025 2:30:16 PM , 70.2250000000058 ,60.00,0.00,4.31,0.00,10.05,23.00,,,,
2/24/2025 2:30:17 PM , 70.5760000000009 ,60.00,0.00,4.31,0.00,10.02,23.01,,,,
2/24/2025 2:30:17 PM , 70.9290000000037 ,60.00,0.00,4.31,0.00,9.99,23.02,,,,
2/24/2025 2:30:18 PM , 71.2780000000057 ,60.00,0.00,4.31,0.00,9.97,23.00,,,,
2/24/2025 2:30:18 PM , 71.6310000000012 ,60.00,0.00,4.31,0.00,9.96,23.03,,,,
2/24/2025 2:30:18 PM , 71.984000000004 ,60.00,0.00,4.31,0.00,10.02,23.06,,,,
2/24/2025 2:30:19 PM , 72.3350000000064 ,60.00,0.00,4.31,0.00,10.09,23.06,,,,
2/24/2025 2:30:19 PM , 72.6880000000019 ,60.00,0.00,4.31,0.00,9.99,23.05,,,,
2/24/2025 2:30:19 PM , 73.1020000000062 ,60.00,0.00,4.31,0.00,10.02,23.05,,,,
2/24/2025 2:30:20 PM , 73.4560000000056 ,60.00,0.00,4.31,0.00,10.07,23.01,,,,
2/24/2025 2:30:20 PM , 73.8090000000011 ,60.00,0.00,4.31,0.00,10.00,22.99,,,,
2/24/2025 2:30:20 PM , 74.1610000000001 ,60.00,0.00,4.31,0.00,9.94,22.97,,,,
2/24/2025 2:30:21 PM , 74.5240000000049 ,60.00,0.00,4.31,0.00,10.02,22.98,,,,
2/24/2025 2:30:21 PM , 74.8760000000038 ,60.00,0.00,4.31,0.00,9.98,22.96,,,,
2/24/2025 2:30:21 PM , 75.221000000005 ,60.00,0.00,4.31,0.00,10.00,22.99,,,,
2/24/2025 2:30:22 PM , 75.5740000000005 ,60.00,0.00,4.31,0.00,10.00,22.96,,,,
2/24/2025 2:30:22 PM , 75.9270000000033 ,60.00,0.00,4.31,0.00,9.85,22.93,,,,
2/24/2025 2:30:23 PM , 76.3510000000024 ,60.00,0.00,4.31,0.00,9.86,22.97,,,,
2/24/2025 2:30:23 PM , 76.7040000000052 ,60.00,0.00,4.31,0.00,9.94,22.98,,,,
2/24/2025 2:30:23 PM , 77.0430000000051 ,60.00,0.00,4.31,0.00,9.92,22.92,,,,
2/24/2025 2:30:24 PM , 77.3970000000045 ,60.00,0.00,4.31,0.00,9.82,22.91,,,,
2/24/2025 2:30:24 PM , 77.7550000000047 ,60.00,0.00,4.31,0.00,9.92,22.95,,,,
2/24/2025 2:30:24 PM , 78.1080000000002 ,60.00,0.00,4.31,0.00,9.93,22.93,,,,
2/24/2025 2:30:25 PM , 78.4570000000022 ,60.00,0.00,4.31,0.00,9.93,22.94,,,,
2/24/2025 2:30:25 PM , 78.8090000000011 ,60.00,0.00,4.31,0.00,9.90,22.92,,,,
2/24/2025 2:30:25 PM , 79.1610000000001 ,60.00,0.00,4.31,0.00,9.86,22.90,,,,
2/24/2025 2:30:26 PM , 79.5240000000049 ,60.00,0.00,4.31,0.00,9.89,22.95,,,,
2/24/2025 2:30:26 PM , 79.875 ,60.00,0.00,4.31,0.00,9.88,22.94,,,,
2/24/2025 2:30:27 PM , 80.2400000000052 ,60.00,0.00,4.31,0.00,9.85,22.98,,,,
2/24/2025 2:30:27 PM , 80.5930000000008 ,60.00,0.00,4.31,0.00,9.85,22.97,,,,
2/24/2025 2:30:27 PM , 80.9420000000027 ,60.00,0.00,4.31,0.00,9.83,22.98,,,,
2/24/2025 2:30:28 PM , 81.3050000000003 ,60.00,0.00,4.31,0.00,9.71,23.00,,,,
2/24/2025 2:30:28 PM , 81.6589999999997 ,60.00,0.00,4.31,0.00,9.81,23.00,,,,
2/24/2025 2:30:28 PM , 82.0080000000016 ,60.00,0.00,4.31,0.00,9.77,23.03,,,,
2/24/2025 2:30:29 PM , 82.359000000004 ,60.00,0.00,4.31,0.00,9.78,23.01,,,,
2/24/2025 2:30:29 PM , 82.708000000006 ,60.00,0.00,4.31,0.00,9.74,23.02,,,,
2/24/2025 2:30:29 PM , 83.0590000000011 ,60.00,0.00,4.31,0.00,9.73,23.01,,,,
2/24/2025 2:30:30 PM , 83.4130000000005 ,60.00,0.00,4.31,0.00,9.72,22.96,,,,
2/24/2025 2:30:30 PM , 83.773000000001 ,60.00,0.00,4.31,0.00,9.62,23.02,,,,
2/24/2025 2:30:30 PM , 84.1260000000038 ,60.00,0.00,4.31,0.00,9.68,23.00,,,,
2/24/2025 2:30:31 PM , 84.4920000000056 ,60.00,0.00,4.31,0.00,9.66,23.03,,,,
2/24/2025 2:30:31 PM , 84.8430000000008 ,60.00,0.00,4.31,0.00,9.67,23.01,,,,
2/24/2025 2:30:31 PM , 85.1990000000005 ,60.00,0.00,4.31,0.00,9.60,22.97,,,,
2/24/2025 2:30:32 PM , 85.5520000000033 ,60.00,0.00,4.31,0.00,9.51,22.99,,,,
2/24/2025 2:30:32 PM , 85.9050000000061 ,60.00,0.00,4.31,0.00,9.47,23.01,,,,
2/24/2025 2:30:33 PM , 86.2540000000008 ,60.00,0.00,4.31,0.00,9.45,23.00,,,,
2/24/2025 2:30:33 PM , 86.6070000000036 ,60.00,0.00,4.31,0.00,9.48,23.03,,,,
2/24/2025 2:30:33 PM , 86.9600000000064 ,60.00,0.00,4.31,0.00,9.53,23.03,,,,
2/24/2025 2:30:34 PM , 87.3179999999993 ,60.00,0.00,4.31,0.00,9.45,22.98,,,,
2/24/2025 2:30:34 PM , 87.6720000000059 ,60.00,0.00,4.31,0.00,9.36,23.03,,,,
2/24/2025 2:30:34 PM , 88.0240000000049 ,60.00,0.00,4.31,0.00,9.38,23.04,,,,
2/24/2025 2:30:35 PM , 88.3770000000004 ,60.00,0.00,4.31,0.00,9.44,23.06,,,,
2/24/2025 2:30:35 PM , 88.7300000000032 ,60.00,0.00,4.31,0.00,9.47,23.03,,,,
2/24/2025 2:30:35 PM , 89.0840000000026 ,60.00,0.00,4.31,0.00,9.34,23.00,,,,
2/24/2025 2:30:36 PM , 89.4370000000054 ,60.00,0.00,4.31,0.00,9.26,23.02,,,,
2/24/2025 2:30:36 PM , 89.7860000000001 ,60.00,0.00,4.31,0.00,9.24,23.01,,,,
2/24/2025 2:30:36 PM , 90.1410000000033 ,60.00,0.00,4.31,0.00,9.21,23.07,,,,
2/24/2025 2:30:37 PM , 90.4800000000032 ,60.00,0.00,4.31,0.00,9.33,23.05,,,,
2/24/2025 2:30:37 PM , 90.833000000006 ,60.00,0.00,4.31,0.00,9.25,23.03,,,,
2/24/2025 2:30:37 PM , 91.1900000000023 ,60.00,0.00,4.31,0.00,9.11,23.06,,,,
2/24/2025 2:30:38 PM , 91.5380000000005 ,60.00,0.00,4.31,0.00,9.09,23.03,,,,
2/24/2025 2:30:38 PM , 91.8930000000037 ,60.00,0.00,4.31,0.00,9.09,23.07,,,,
2/24/2025 2:30:39 PM , 92.2380000000048 ,60.00,0.00,4.31,0.00,9.02,23.02,,,,
2/24/2025 2:30:39 PM , 92.5910000000003 ,60.00,0.00,4.31,0.00,9.00,23.06,,,,
2/24/2025 2:30:39 PM , 92.9440000000031 ,60.00,0.00,4.31,0.00,8.99,23.08,,,,
2/24/2025 2:30:40 PM , 93.2960000000021 ,60.00,0.00,4.31,0.00,8.98,23.07,,,,
2/24/2025 2:30:40 PM , 93.6470000000045 ,60.00,0.00,4.31,0.00,8.95,23.07,,,,
2/24/2025 2:30:40 PM , 94.0070000000051 ,60.00,0.00,4.31,0.00,8.76,23.04,,,,
2/24/2025 2:30:41 PM , 94.359000000004 ,60.00,0.00,4.31,0.00,8.69,23.05,,,,
2/24/2025 2:30:41 PM , 94.7090000000026 ,60.00,0.00,4.31,0.00,8.65,23.05,,,,
2/24/2025 2:30:41 PM , 95.0590000000011 ,60.00,0.00,4.31,0.00,8.57,23.06,,,,
2/24/2025 2:30:42 PM , 95.4120000000039 ,60.00,0.00,4.31,0.00,8.58,23.06,,,,
2/24/2025 2:30:42 PM , 95.773000000001 ,60.00,0.00,4.31,0.00,8.46,23.00,,,,
2/24/2025 2:30:42 PM , 96.125 ,60.00,0.00,4.31,0.00,8.35,23.02,,,,
2/24/2025 2:30:43 PM , 96.4760000000024 ,60.00,0.00,4.31,0.00,8.30,23.02,,,,
2/24/2025 2:30:43 PM , 96.8250000000044 ,60.00,0.00,4.31,0.00,8.22,23.00,,,,
2/24/2025 2:30:43 PM , 97.1800000000003 ,60.00,0.00,4.31,0.00,8.23,23.05,,,,
2/24/2025 2:30:44 PM , 97.5380000000005 ,60.00,0.00,4.31,0.00,8.14,22.98,,,,
2/24/2025 2:30:44 PM , 97.8930000000037 ,60.00,0.00,4.31,0.00,7.98,23.01,,,,
2/24/2025 2:30:45 PM , 98.2390000000014 ,60.00,0.00,4.31,0.00,8.03,22.98,,,,
2/24/2025 2:30:45 PM , 98.5920000000042 ,60.00,0.00,4.31,0.00,7.87,23.00,,,,
2/24/2025 2:30:45 PM , 98.9360000000015 ,60.00,0.00,4.31,0.00,7.96,23.00,,,,
2/24/2025 2:30:46 PM , 99.3029999999999 ,60.00,0.00,4.31,0.00,7.90,23.01,,,,
2/24/2025 2:30:46 PM , 99.6560000000027 ,60.00,0.00,4.31,0.00,7.79,23.00,,,,
2/24/2025 2:30:46 PM , 100.008000000002 ,60.00,0.00,4.31,0.00,7.68,23.00,,,,
2/24/2025 2:30:47 PM , 100.359000000004 ,60.00,0.00,4.31,0.00,7.60,23.00,,,,
2/24/2025 2:30:47 PM , 100.709000000003 ,60.00,0.00,4.31,0.00,7.56,23.01,,,,
2/24/2025 2:30:47 PM , 101.060000000005 ,60.00,0.00,4.31,0.00,7.48,23.00,,,,
2/24/2025 2:30:48 PM , 101.414000000004 ,60.00,0.00,4.31,0.00,7.42,23.06,,,,
2/24/2025 2:30:48 PM , 101.774000000005 ,60.00,0.00,4.31,0.00,7.40,23.00,,,,
2/24/2025 2:30:48 PM , 102.126000000004 ,60.00,0.00,4.31,0.00,7.27,23.01,,,,
2/24/2025 2:30:49 PM , 102.465000000004 ,60.00,0.00,4.31,0.00,7.23,23.07,,,,
2/24/2025 2:30:49 PM , 102.819000000003 ,60.00,0.00,4.31,0.00,7.26,23.06,,,,
2/24/2025 2:30:50 PM , 103.175000000003 ,60.00,0.00,4.31,0.00,7.08,23.08,,,,
2/24/2025 2:30:50 PM , 103.596000000005 ,60.00,0.00,4.31,0.00,6.89,23.04,,,,
